idAluno,IES,PRIMEIRA_PARCELA,NUM_DIAS_EM_ABERTO,NUM_PARCELAS_EM_ABERTO,VALOR_TOTAL_ABERTO,OBSERVACAO,DATA,idStatus,GLOSA
7796.0,UniABCD,2022-05-11,199,7,2524.06,ultimo modulo cursado ate 2022,2022-11-16,7,1
9004.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado em 2023,2023-04-20,7,1
10587.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-05-12,7,1
9534.0,UniABCD,2022-05-11,199,7,1820.0,ultimo modulo cursado ate 2022,2022-10-28,7,1
8077.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado em 2023,2023-04-27,7,1
8483.0,UniABCD,2022-05-11,199,7,2711.03,ultimo modulo cursado ate 2022,2022-01-11,7,1
9724.0,UniABCD,2022-01-11,203,7,2591.68,ultimo modulo cursado falta estagio,2022-04-07,8,1
9288.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado ate 2022,2022-04-10,7,1
8369.0,UniABCD,2022-05-11,199,7,2019.86,ultimo modulo cursado ate 2022,2022-11-10,7,1
8096.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado em 2023,2023-11-04,7,1
10227.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-04-11,7,1
7671.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado falta estagio,2023-09-03,8,1
9001.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-06-10,7,1
8344.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-03-31,7,1
8123.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-04-10,7,1
10481.0,UniABCD,2022-05-11,199,7,1820.0,ultimo modulo cursado em 2023,2023-03-31,7,1
7854.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado em 2023,2023-02-03,7,1
7994.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-06-10,7,1
7850.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado falta estagio,2022-11-16,8,1
8217.0,UniABCD,2022-01-11,203,7,1853.25,ultimo modulo cursado ate 2022,2022-10-08,7,1
9861.0,UniABCD,2022-01-11,203,7,2710.75,ultimo modulo cursado falta estagio,2023-02-13,8,1
9670.0,UniABCD,2022-01-11,203,7,2460.99,ultimo modulo cursado ate 2022,2022-08-31,7,1
8846.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado falta estagio,2023-11-05,8,1
9890.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2022-06-13,8,1
8304.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-09-29,7,1
10303.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-11-28,7,1
8816.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado ate 2022,2022-11-21,7,1
9129.0,UniABCD,2022-05-11,199,7,1518.0,ultimo modulo cursado ate 2022,2022-10-18,7,1
7627.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado falta estagio,2021-03-08,8,1
9341.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-10-11,7,1
7667.0,UniABCD,2022-05-11,199,7,1861.51,ultimo modulo cursado ate 2022,2022-09-30,7,1
10070.0,UniABCD,2022-01-11,203,7,2040.5,ultimo modulo cursado ate 2022,2022-11-30,7,1
16906.0,UniABCD,2023-05-01,138,7,1959.51,ultimo modulo cursado ate 2022,2022-10-21,7,1
8654.0,UniABCD,2022-05-11,199,7,2524.06,ultimo modulo cursado ate 2022,2022-10-27,7,1
9072.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-07-02,7,1
8681.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2022-10-27,8,1
10208.0,UniABCD,2022-01-11,203,7,2128.91,ultimo modulo cursado ate 2022,2022-09-26,7,1
10232.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado falta estagio,2023-11-05,8,1
9490.0,UniABCD,2022-01-11,203,7,2710.75,ultimo modulo cursado falta estagio,2023-02-13,8,1
8114.0,UniABCD,2022-05-11,199,7,1876.8,ultimo modulo cursado em 2023,2023-01-30,7,1
10186.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-10-27,7,1
10573.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado falta estagio,2021-12-07,8,1
10559.0,UniABCD,2022-01-11,203,7,1937.53,ultimo modulo cursado ate 2022,2022-09-29,7,1
9052.0,UniABCD,2022-01-11,203,7,2004.52,solicitou retorno e nao frequentou,2022-08-29,10,1
9394.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-07-26,7,1
8671.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado ate 2022,2022-10-08,7,1
10287.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-12-08,7,1
8717.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-11-23,7,1
10385.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado em 2023,2023-01-26,7,1
8140.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-09-28,7,1
9082.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-15,7,1
7936.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-03-31,7,1
8154.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-13,7,1
7565.0,UniABCD,2022-01-11,203,7,2117.36,ultimo modulo cursado ate 2022,2022-09-20,7,1
9445.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-07-29,7,1
8086.0,UniABCD,2022-05-11,199,7,2853.06,ultimo modulo cursado ate 2022,2022-09-20,7,1
7889.0,UniABCD,2022-01-11,203,7,2591.68,ultimo modulo cursado ate 2022,2022-08-24,7,1
9787.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-07-04,7,1
9807.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-08-24,7,1
8979.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-06-10,7,1
8163.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-08-29,7,1
9363.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-06-10,7,1
10310.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2023-03-14,8,1
7948.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-18,7,1
9573.0,UniABCD,2022-01-11,203,7,2666.65,ultimo modulo cursado ate 2022,2022-02-06,7,1
9504.0,UniABCD,2022-01-11,203,7,2021.04,ultimo modulo cursado falta estagio,2023-10-03,8,1
8899.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-04-13,7,1
8733.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado em 2023,2023-03-14,7,1
9804.0,UniABCD,2022-01-11,203,7,2710.75,ultimo modulo cursado falta estagio,2022-08-16,8,1
7647.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-10-13,7,1
9631.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-10-28,7,1
9924.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado ate 2022,2022-09-08,7,1
10259.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-15,7,1
9506.0,UniABCD,2022-05-11,199,7,2853.06,ultimo modulo cursado ate 2022,2022-12-13,7,1
8132.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-10-20,7,1
8953.0,UniABCD,2022-01-11,203,7,2787.75,ultimo modulo cursado ate 2022,2022-08-30,7,1
9166.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado falta estagio,2023-05-25,8,1
9965.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-10-27,7,1
10581.0,UniABCD,2022-01-11,203,7,1809.5,ultimo modulo cursado falta estagio,2022-11-18,8,1
8770.0,UniABCD,2022-05-11,199,7,2063.81,ultimo modulo cursado ate 2022,2022-05-10,7,1
7668.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-10-28,7,1
10549.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado ate 2022,2022-09-08,7,1
9899.0,UniABCD,2022-01-11,203,7,1870.96,solicitou retorno e nao frequentou,2022-07-19,10,1
8234.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado em 2023,2023-10-02,7,1
10985.0,UniABCD,2022-05-11,199,7,1755.48,ultimo modulo cursado em 2023,2023-07-03,7,1
8880.0,UniABCD,2022-05-11,199,7,2853.06,ultimo modulo cursado ate 2022,2022-09-20,7,1
10040.0,UniABCD,2022-05-11,199,7,1428.0,ultimo modulo cursado em 2023,2023-01-27,7,1
10372.0,UniABCD,2022-01-11,203,7,2117.36,ultimo modulo cursado em 2023,2023-02-02,7,1
8995.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-01-08,7,1
7972.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-09-11,7,1
9755.0,UniABCD,2022-01-11,203,7,2128.91,ultimo modulo cursado ate 2022,2022-09-26,7,1
7415.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado ate 2022,2022-09-08,7,1
8503.0,UniABCD,2022-01-11,203,7,2735.25,ultimo modulo cursado em 2023,2023-01-31,7,1
7794.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-09-14,7,1
7413.0,UniABCD,2022-05-11,199,7,2853.06,ultimo modulo cursado ate 2022,2022-12-13,7,1
8562.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-09-30,7,1
8335.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-09-21,7,1
7624.0,UniABCD,2022-05-11,199,7,1750.0,ultimo modulo cursado ate 2022,2022-08-19,7,1
8558.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado em 2023,2023-09-02,7,1
8032.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2021-11-10,7,1
8456.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-10-20,7,1
10175.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-15,7,1
7910.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado ate 2022,2022-06-10,7,1
7714.0,UniABCD,2022-05-11,199,7,1861.51,ultimo modulo cursado ate 2022,2022-11-25,7,1
9230.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-11-14,7,1
7993.0,UniABCD,2022-05-11,199,7,1346.4,ultimo modulo cursado ate 2022,2022-12-15,7,1
9642.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-07-14,7,1
8739.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-11-28,7,1
9013.0,UniABCD,2022-01-11,203,7,2462.6,ultimo modulo cursado ate 2022,2022-11-07,7,1
8218.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-30,7,1
7672.0,UniABCD,2022-05-11,199,7,2853.06,ultimo modulo cursado ate 2022,2022-10-27,7,1
8026.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-02-02,7,1
9991.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-01-08,7,1
7552.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-11-28,7,1
8505.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado falta estagio,2023-10-01,8,1
8160.0,UniABCD,2022-01-11,203,7,2666.65,ultimo modulo cursado ate 2022,2022-10-20,7,1
9954.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-29,7,1
9979.0,UniABCD,2022-05-11,199,7,2063.81,ultimo modulo cursado em 2023,2023-02-02,7,1
9141.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-11-28,7,1
7543.0,UniABCD,2022-01-11,203,7,1809.5,ultimo modulo cursado em 2023,2023-03-03,7,1
9479.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-07-14,7,1
8349.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-01-08,7,1
9628.0,UniABCD,2022-01-11,203,7,2591.68,ultimo modulo cursado ate 2022,2022-03-08,7,1
9030.0,UniABCD,2022-01-11,203,7,2158.31,ultimo modulo cursado ate 2022,2022-08-19,7,1
10004.0,UniABCD,2022-05-11,199,7,2623.07,ultimo modulo cursado ate 2022,2022-11-23,7,1
9011.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-07-18,7,1
9178.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-15,7,1
8512.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado ate 2022,2022-09-08,7,1
9325.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-08-08,7,1
9254.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-23,7,1
8625.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-06-10,7,1
7429.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2022-08-09,8,1
8729.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-09-28,7,1
9606.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-01-25,7,1
10532.0,UniABCD,2022-05-11,199,7,1960.0,ultimo modulo cursado em 2023,2023-01-13,7,1
10332.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-08-15,7,1
10294.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado em 2023,2023-04-27,7,1
8721.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-08-26,7,1
9028.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-09-20,7,1
9539.0,UniABCD,2022-05-11,199,7,1561.0,ultimo modulo cursado ate 2022,2022-11-10,7,1
9058.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado em 2023,2023-04-01,7,1
9060.0,UniABCD,2022-05-11,199,7,1820.0,ultimo modulo cursado em 2023,2023-02-03,7,1
7592.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-11-28,7,1
7540.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-30,7,1
8527.0,UniABCD,2022-05-11,199,7,2711.03,ultimo modulo cursado ate 2022,2022-09-12,7,1
8837.0,UniABCD,2022-05-11,199,7,1961.26,ultimo modulo cursado em 2023,2023-04-05,7,1
10136.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-06-20,7,1
10376.0,UniABCD,2022-05-11,199,7,2063.81,ultimo modulo cursado ate 2022,2022-05-10,7,1
9707.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-11-17,7,1
10046.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-09-16,7,1
9402.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-10-28,7,1
10322.0,UniABCD,2022-01-11,203,7,2117.36,ultimo modulo cursado ate 2022,2022-06-07,7,1
8783.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-07-27,7,1
7648.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-08-26,7,1
7947.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado falta estagio,2022-08-15,8,1
7523.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-11-08,7,1
8942.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado ate 2022,2022-10-08,7,1
8450.0,UniABCD,2022-05-11,199,7,1761.06,ultimo modulo cursado ate 2022,2022-11-23,7,1
8223.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-15,7,1
7905.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-11-18,7,1
8689.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-09-26,7,1
10539.0,UniABCD,2022-05-11,199,7,2853.06,ultimo modulo cursado em 2023,2023-10-01,7,1
8537.0,UniABCD,2022-05-11,199,7,1610.0,ultimo modulo cursado falta estagio,2023-05-25,8,1
8809.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-08-30,7,1
7822.0,UniABCD,2022-01-11,203,7,2460.99,ultimo modulo cursado falta estagio,2023-04-28,8,1
7802.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2023-02-13,8,1
8401.0,UniABCD,2022-05-11,199,7,2711.03,ultimo modulo cursado ate 2022,2022-09-12,7,1
9159.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-10-27,7,1
10336.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-09-14,7,1
7599.0,UniABCD,2022-05-11,199,7,1961.26,ultimo modulo cursado ate 2022,2022-11-10,7,1
8749.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-07-10,7,1
10565.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-10-26,7,1
9654.0,UniABCD,2022-01-11,203,7,2807.0,ultimo modulo cursado falta estagio,2022-04-10,8,1
9194.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-11-23,7,1
10311.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-09-28,7,1
9940.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-11-17,7,1
9776.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-10-18,7,1
7790.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-03-01,7,1
9891.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-09-21,7,1
8366.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-09-14,7,1
8544.0,UniABCD,2022-01-11,203,7,2021.04,ultimo modulo cursado falta estagio,2023-10-03,8,1
9468.0,UniABCD,2022-01-11,203,7,1886.36,ultimo modulo cursado ate 2022,2022-10-18,7,1
10366.0,UniABCD,2022-05-11,199,7,1428.0,ultimo modulo cursado ate 2022,2022-02-09,7,1
10250.0,UniABCD,2022-01-11,203,7,2067.27,ultimo modulo cursado ate 2022,2022-09-26,7,1
10463.0,UniABCD,2022-01-11,203,7,2710.75,ultimo modulo cursado ate 2022,2022-06-28,7,1
9025.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2022-05-08,8,1
9279.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-14,7,1
7899.0,UniABCD,2022-05-11,199,7,2547.36,ultimo modulo cursado ate 2022,2022-11-22,7,1
8295.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-12-20,7,1
8382.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-11-10,7,1
8300.0,UniABCD,2022-05-11,199,7,1428.0,ultimo modulo cursado ate 2022,2022-02-09,7,1
8105.0,UniABCD,2022-05-11,199,7,1958.95,ultimo modulo cursado falta estagio,2022-11-21,8,1
7517.0,UniABCD,2022-05-11,199,7,1960.0,ultimo modulo cursado ate 2022,2022-08-11,7,1
7582.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-12-15,7,1
7809.0,UniABCD,2022-01-11,203,7,1937.53,ultimo modulo cursado falta estagio,2022-08-29,8,1
9300.0,UniABCD,2022-05-11,199,7,1761.06,ultimo modulo cursado ate 2022,2022-09-29,7,1
7974.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-09-14,7,1
8500.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-16,7,1
7951.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-06-10,7,1
8516.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-01-09,7,1
9770.0,UniABCD,2022-05-11,199,7,2711.03,ultimo modulo cursado ate 2022,2022-10-17,7,1
8552.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado ate 2022,2022-06-07,7,1
10033.0,UniABCD,2022-01-11,203,7,1809.5,ultimo modulo cursado ate 2022,2022-01-08,7,1
10473.0,UniABCD,2022-01-11,203,7,2040.5,ultimo modulo cursado ate 2022,2022-04-27,7,1
8507.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado em 2023,2023-10-03,7,1
10318.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado ate 2022,2022-11-24,7,1
7848.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado falta estagio,2022-11-18,8,1
12124.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-06-30,7,1
10541.0,UniABCD,2022-01-11,203,7,2158.31,ultimo modulo cursado ate 2022,2022-08-19,7,1
9653.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-10-28,7,1
8881.0,UniABCD,2022-01-11,203,7,1838.34,ultimo modulo cursado ate 2022,2022-10-28,7,1
8911.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-11-10,7,1
7689.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-07-29,7,1
9264.0,UniABCD,2022-01-11,203,7,2128.91,ultimo modulo cursado ate 2022,2022-09-26,7,1
7408.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-09-29,7,1
8220.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-11-28,7,1
9385.0,UniABCD,2022-05-11,199,7,2547.36,ultimo modulo cursado ate 2022,2022-09-20,7,1
8191.0,UniABCD,2022-05-11,199,7,2425.85,ultimo modulo cursado ate 2022,2022-11-08,7,1
9477.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-09-28,7,1
9068.0,UniABCD,2022-01-11,203,7,1809.5,ultimo modulo cursado falta estagio,2022-11-21,8,1
10341.0,UniABCD,2022-01-11,203,7,1806.0,ultimo modulo cursado falta estagio,2023-04-25,8,1
10127.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-01-11,7,1
9972.0,UniABCD,2022-01-11,203,7,2117.36,ultimo modulo cursado falta estagio,2022-07-07,8,1
8301.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-03-01,7,1
7409.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-02-27,7,1
8409.0,UniABCD,2022-01-11,203,7,2710.75,ultimo modulo cursado falta estagio,2022-09-11,8,1
9769.0,UniABCD,2022-01-11,203,7,2111.2,ultimo modulo cursado em 2023,2023-03-01,7,1
8221.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-07-10,7,1
10093.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado falta estagio,2023-11-05,8,1
9880.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado em 2023,2023-02-17,7,1
8120.0,UniABCD,2022-05-11,199,7,2194.64,ultimo modulo cursado ate 2022,2022-11-10,7,1
9934.0,UniABCD,2022-01-11,203,7,2792.65,ultimo modulo cursado em 2023,2023-11-04,7,1
9681.0,UniABCD,2022-01-11,203,7,2117.36,ultimo modulo cursado falta estagio,2022-11-16,8,1
8249.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2022-08-08,8,1
9508.0,UniABCD,2022-01-11,203,7,1876.28,ultimo modulo cursado ate 2022,2022-08-11,7,1
8046.0,UniABCD,2022-05-11,199,7,3423.7,ultimo modulo cursado ate 2022,2022-09-20,7,1
7504.0,UniABCD,2022-05-11,199,7,1820.0,ultimo modulo cursado ate 2022,2022-10-28,7,1
7840.0,UniABCD,2022-01-11,203,7,2010.26,ultimo modulo cursado ate 2022,2022-11-28,7,1
8415.0,UniABCD,2022-05-11,199,7,1914.64,ultimo modulo cursado ate 2022,2022-08-24,7,1
7817.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-18,7,1
10068.0,UniABCD,2022-01-11,203,7,2591.68,entrou em rescisao,2023-05-16,9,1
8799.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2022-05-07,8,1
9223.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-05-12,7,1
8420.0,UniABCD,2022-05-11,199,7,2062.06,ultimo modulo cursado ate 2022,2022-06-10,7,1
10162.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado ate 2022,2022-05-30,7,1
8854.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-07-10,7,1
9211.0,UniABCD,2022-01-11,203,7,2004.52,ultimo modulo cursado ate 2022,2022-08-09,7,1
9048.0,UniABCD,2022-01-11,203,7,1870.96,ultimo modulo cursado falta estagio,2023-03-14,8,1
7559.0,UniABCD,2022-05-11,199,7,1852.55,ultimo modulo cursado ate 2022,2022-09-29,7,1
9726.0,UniABCD,2022-05-11,199,7,1959.51,ultimo modulo cursado ate 2022,2022-12-30,7,1
7717.0,UniABCD,2022-01-11,203,6,1809.6,ultimo modulo cursado falta estagio,2022-01-09,8,1
8161.0,UniABCD,2022-05-12,169,6,2323.74,ultimo modulo cursado ate 2022,2022-10-17,7,1
12211.0,UniABCD,2022-01-12,173,6,1680.0,ultimo modulo cursado ate 2022,2022-08-09,7,1
8700.0,UniABCD,2022-01-11,203,6,2520.78,ultimo modulo cursado falta estagio,2022-07-19,8,1
8586.0,UniABCD,2022-01-11,203,6,1809.6,ultimo modulo cursado ate 2022,2022-07-14,7,1
10192.0,UniABCD,2022-01-11,203,6,1603.68,ultimo modulo cursado falta estagio,2020-06-01,8,1
13371.0,UniABCD,2022-05-12,169,6,1767.48,ultimo modulo cursado ate 2022,2022-11-29,7,1
10551.0,UniABCD,2022-01-11,203,6,1814.88,ultimo modulo cursado falta estagio,2022-07-07,8,1
